"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2012","Malta","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","215.27",""
"2012","Malta","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,923.79",""
"2012","Malta","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","880.87",""
"2012","Malta","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","133.83",""
"2012","Malta","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,964.81",""
"2012","Netherlands","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,017.48",""
"2012","Netherlands","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","171.48",""
"2012","Netherlands","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,509.93",""
"2012","Netherlands","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,237.16",""
"2012","Netherlands","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","197.19",""
"2012","Netherlands","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,530.34",""
"2012","Netherlands","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","869.56",""
"2012","Netherlands","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","145.53",""
"2012","Netherlands","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,858.51",""
"2012","Austria","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,014.47",""
"2012","Austria","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","188.16",""
"2012","Austria","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,425.68",""
"2012","Austria","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,257.45",""
"2012","Austria","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","250.03",""
"2012","Austria","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,416.28",""
"2012","Austria","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","844.92",""
"2012","Austria","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","128.25",""
"2012","Austria","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,803.47",""
"2012","Poland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,328.29",""
"2012","Poland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","345.6",""
"2012","Poland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,385.01",""
"2012","Poland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,766.94",""
"2012","Poland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","506.14",""
"2012","Poland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,971.79",""
"2012","Poland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,030.52",""
"2012","Poland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","194.81",""
"2012","Poland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,480.5",""
"2012","Portugal","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,052.09",""
"2012","Portugal","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","205.22",""
"2012","Portugal","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,548.14",""
"2012","Portugal","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,350",""
"2012","Portugal","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","294.7",""
"2012","Portugal","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,706.49",""
"2012","Portugal","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","839.03",""
"2012","Portugal","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","123.11",""
"2012","Portugal","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,794.47",""
"2012","Romania","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,601.82",""
"2012","Romania","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","386.69",""
"2012","Romania","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,618.12",""
"2012","Romania","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,985.6",""
"2012","Romania","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","554.34",""
"2012","Romania","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,894.14",""
"2012","Romania","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,312.71",""
"2012","Romania","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","229.94",""
"2012","Romania","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,782.61",""
"2012","Slovenia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,090.86",""
"2012","Slovenia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","215.31",""
"2012","Slovenia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,705.3",""
"2012","Slovenia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,409.92",""
"2012","Slovenia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","294.02",""
"2012","Slovenia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,016.56",""
"2012","Slovenia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","884.04",""
"2012","Slovenia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","134.71",""
"2012","Slovenia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,977.46",""
"2012","Slovakia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,461.04",""
"2012","Slovakia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","322.22",""
"2012","Slovakia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,162.33",""
"2012","Slovakia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,862.66",""
"2012","Slovakia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","466.8",""
"2012","Slovakia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,625.04",""
"2012","Slovakia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,186.16",""
"2012","Slovakia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","186.8",""
"2012","Slovakia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,311.71",""
"2012","Finland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,026.98",""
"2012","Finland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","207.48",""
"2012","Finland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,410.02",""
"2012","Finland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,319.31",""
"2012","Finland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","282.36",""
"2012","Finland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,600.06",""
"2012","Finland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","824.03",""
"2012","Finland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","132.89",""
"2012","Finland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,677.2",""
"2012","Sweden","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","975.89",""
"2012","Sweden","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","149.14",""
"2012","Sweden","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,388.86",""
"2012","Sweden","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,173.27",""
"2012","Sweden","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","180.21",""
"2012","Sweden","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,272.83",""
"2012","Sweden","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","834.21",""
"2012","Sweden","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","117.59",""
"2012","Sweden","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,792.53",""
"2012","United Kingdom","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","998.04","d"
"2012","United Kingdom","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","184.92",""
"2012","United Kingdom","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,354.81","d"
"2012","United Kingdom","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,156.52","d"
"2012","United Kingdom","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","224.19",""
"2012","United Kingdom","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,005.38","d"
"2012","United Kingdom","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","872.79","d"
"2012","United Kingdom","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","146.52",""
"2012","United Kingdom","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,870.97","d"
"2012","Iceland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","880.54",""
"2012","Iceland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","143.21",""
"2012","Iceland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,924.41",""
"2012","Iceland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","974.79",""
"2012","Iceland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","174.76",""
"2012","Iceland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,277.44",""
"2012","Iceland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","804.78",""
"2012","Iceland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","111.11",""
"2012","Iceland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,668.38",""
"2012","Liechtenstein","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","847.32",""
"2012","Liechtenstein","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","144.65",""
"2012","Liechtenstein","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,748.11",""
"2012","Liechtenstein","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,056.24",""
"2012","Liechtenstein","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","156.99",""
"2012","Liechtenstein","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,768.52",""
"2012","Liechtenstein","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","706.05",""
"2012","Liechtenstein","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","131.45",""
"2012","Liechtenstein","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,078.12",""
"2012","Norway","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","999.09",""
"2012","Norway","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","164.43",""
"2012","Norway","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,444.77",""
"2012","Norway","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,211.33",""
"2012","Norway","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","203.2",""
"2012","Norway","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,373.09",""
"2012","Norway","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","845.94",""
"2012","Norway","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","123.67",""
"2012","Norway","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,827.62",""
"2012","Switzerland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","881.75",""
"2012","Switzerland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","146.37",""
"2012","Switzerland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,917.53",""
"2012","Switzerland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,086.66",""
"2012","Switzerland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","183.86",""
"2012","Switzerland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,813.57",""
"2012","Switzerland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","739.38",""
"2012","Switzerland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","108.79",""
"2012","Switzerland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,342.57",""
"2012","Serbia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,745.67",""
"2012","Serbia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","341.65",""
"2012","Serbia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,541.76",""
"2012","Serbia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2,052.17",""
"2012","Serbia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","460.95",""
"2012","Serbia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","8,621.05",""
"2012","Serbia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,509.13",""
"2012","Serbia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","229.16",""
"2012","Serbia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,793.11",""
"2012","Turkey","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","839.38","d"
"2012","Turkey","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","205.98",""
"2012","Turkey","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,454.19","d"
"2012","Turkey","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,033.07","d"
"2012","Turkey","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","277.42",""
"2012","Turkey","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,152.53","d"
"2012","Turkey","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","677.86","d"
"2012","Turkey","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","136.21",""
"2012","Turkey","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","2,913.89","d"
"2013","European Union - 28 countries","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,020.93","d"
"2013","European Union - 28 countries","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","215.33",""
"2013","European Union - 28 countries","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,346.59","d"
"2013","European Union - 28 countries","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,265.46","d"
"2013","European Union - 28 countries","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","289.96",""
"2013","European Union - 28 countries","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,292.5","d"
"2013","European Union - 28 countries","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","836.39","d"
"2013","European Union - 28 countries","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","143.31",""
"2013","European Union - 28 countries","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,697.55","d"
"2013","Belgium","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,034.88",""
"2013","Belgium","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","202.84",""
"2013","Belgium","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,469.7",""
"2013","Belgium","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,298.2",""
"2013","Belgium","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","255.71",""
"2013","Belgium","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,601.8",""
"2013","Belgium","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","849.58",""
"2013","Belgium","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","150.24",""
"2013","Belgium","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,736.58",""
"2013","Bulgaria","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,602.3",""
"2013","Bulgaria","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","363.85",""
"2013","Bulgaria","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,714.88",""
"2013","Bulgaria","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,990.33",""
"2013","Bulgaria","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","522.93",""
"2013","Bulgaria","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","8,048.06",""
"2013","Bulgaria","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,307.15",""
"2013","Bulgaria","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","214.23",""
"2013","Bulgaria","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,818.95",""
"2013","Czechia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,308.17",""
"2013","Czechia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","249.83",""
"2013","Czechia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,677.22",""
"2013","Czechia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,644.31",""
"2013","Czechia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","344.85",""
"2013","Czechia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,008.74",""
"2013","Czechia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,072.97",""
"2013","Czechia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","157.32",""
"2013","Czechia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,852.98",""
"2013","Denmark","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,073.82",""
"2013","Denmark","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","199.28",""
"2013","Denmark","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,684.1",""
"2013","Denmark","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,299.88",""
"2013","Denmark","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","247.19",""
"2013","Denmark","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,645.62",""
"2013","Denmark","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","910.39",""
"2013","Denmark","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","151.08",""
"2013","Denmark","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,044.94",""
"2013","Germany (until 1990 former territory of the FRG)","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,066.3",""
"2013","Germany (until 1990 former territory of the FRG)","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","201.08",""
"2013","Germany (until 1990 former territory of the FRG)","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,638.09",""
"2013","Germany (until 1990 former territory of the FRG)","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,311.46",""
"2013","Germany (until 1990 former territory of the FRG)","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","261.81",""
"2013","Germany (until 1990 former territory of the FRG)","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,644.6",""
"2013","Germany (until 1990 former territory of the FRG)","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","888.18",""
"2013","Germany (until 1990 former territory of the FRG)","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","140.89",""
"2013","Germany (until 1990 former territory of the FRG)","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,973.13",""
"2013","Estonia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,283.74",""
"2013","Estonia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","331.43",""
"2013","Estonia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,215.09",""
"2013","Estonia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,795.06",""
"2013","Estonia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","506.01",""
"2013","Estonia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,116.5",""
"2013","Estonia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","986.01",""
"2013","Estonia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","180.81",""
"2013","Estonia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,310.05",""
"2013","Ireland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,034.34",""
"2013","Ireland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","173.03",""
"2013","Ireland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,590.03",""
"2013","Ireland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,247.79",""
"2013","Ireland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","215.23",""
"2013","Ireland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,510.43",""
"2013","Ireland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","877.65",""
"2013","Ireland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","131.22",""
"2013","Ireland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,959.09",""
"2013","Greece","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","975.51",""
"2013","Greece","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","187.18",""
"2013","Greece","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,229.87",""
"2013","Greece","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,164.69",""
"2013","Greece","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","264.63",""
"2013","Greece","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,880.33",""
"2013","Greece","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","814.34",""
"2013","Greece","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","114.44",""
"2013","Greece","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,703.65",""
"2013","Spain","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","848.31",""
"2013","Spain","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","159.69",""
"2013","Spain","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,691.08",""
"2013","Spain","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,095.84",""
"2013","Spain","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","218.6",""
"2013","Spain","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,717.26",""
"2013","Spain","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","663.2",""
"2013","Spain","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","102.22",""
"2013","Spain","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","2,979.06",""
"2013","France","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","867.11",""
"2013","France","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","202.45",""
"2013","France","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,610.94",""
"2013","France","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,140.83",""
"2013","France","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","278.71",""
"2013","France","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,699.82",""
"2013","France","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","672.58",""
"2013","France","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","130.06",""
"2013","France","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","2,912.18",""
"2013","Croatia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,359.13",""
"2013","Croatia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","267.65",""
"2013","Croatia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,864.95",""
"2013","Croatia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,729.72",""
"2013","Croatia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","381.17",""
"2013","Croatia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,296.81",""
"2013","Croatia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,106.63",""
"2013","Croatia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","159.49",""
"2013","Croatia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,016.64",""
"2013","Italy","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","878.27",""
"2013","Italy","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","145.26",""
"2013","Italy","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,904.28",""
"2013","Italy","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,112.82",""
"2013","Italy","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","187.27",""
"2013","Italy","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,933.7",""
"2013","Italy","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","717.7",""
"2013","Italy","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","105.07",""
"2013","Italy","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,246.73",""
"2013","Cyprus","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","951.52",""
"2013","Cyprus","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","129.2",""
"2013","Cyprus","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,346.22",""
"2013","Cyprus","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,140.4",""
"2013","Cyprus","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","183.17",""
