"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1969",4.50446972171901,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1970",1.99870977642753,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1971",5.13068103651909,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.09311954806834,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.41330216494966,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1974",4.19211124361546,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1975",5.2278209566342,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.86308589300778,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1977",4.26742504429683,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1978",3.48776891741391,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1979",4.37238367047065,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.56476470715641,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.59825830162215,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.235330266952772,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1983",3.9727710095953,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1984",6.05242326789901,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1985",5.5533156778266,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1986",4.04235081473641,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.75326513913584,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1988",-0.255271835027187,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1989",1.03829952225331,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.93241406098283,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1991",3.084702341805,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.57449646569826,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.84526407447621,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.05541197714011,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.1554629687209,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1996",5.02800127050536,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.28458464230696,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.62443372461479,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.01284825414681,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.20500389898127,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.07476642986496,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.44629199682919,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.910078541712314,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.96940992559086,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.62542497058922,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.3998453864049,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.99423947682922,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.476383618686429,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2009",-1.72700999783784,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2010",0.701855868884068,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2011",0.981405170609884,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.70313372409366,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.03404928292399,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.96949930594214,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.96713988063145,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.07158044385308,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.32329160146058,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.28950109896182,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.09514335589949,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.3541676784952,
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.27755113363341,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1991",-7.01557881010031,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.51497862528597,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1993",3.73831031543555,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.29280205383051,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1995",6.95185662166718,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1996",6.31203090220163,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1997",6.98660936003487,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.91577175968494,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.45028741453009,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.47323579652307,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.27789013994734,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.44462183602859,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.56235073227902,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.13563129268765,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.49366447951115,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.17963594954573,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2007",7.03474027042151,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2008",4.24968534225081,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2009",2.82018397311155,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.60692826143994,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2011",5.01730438982134,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.60790558520714,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.39189141872291,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.31844541480254,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.83906896248646,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.06390628977043,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.93771822623162,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2018",5.14795769330412,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2019",4.33657635504607,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2020",3.84847797368649,
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.97266954017207,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1961",5.46940256638324,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1962",6.65356494776479,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1963",5.92134537110205,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.56762883807007,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1965",7.47643134864051,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1966",4.07792505438264,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1967",7.54438479755229,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1968",8.87555047539173,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1969",2.12077212770442,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1970",9.11382317544324,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1971",6.63165235583839,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1972",8.01569621288001,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1973",11.20067106898,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1974",1.14286038386492,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1975",-4.34763103736395,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1976",6.90023098479251,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1977",5.60259728864137,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.81596611447474,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1979",5.63893735016517,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.58934013695123,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.61810349301916,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1982",2.13537527402136,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1983",-0.173113066150132,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1984",-1.87997958429474,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.8074395938518,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1986",4.14095566190723,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1987",6.38139387536671,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1988",7.48910805764358,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1989",6.44063890127866,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.95052333196414,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1991",4.36820646896722,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.08947647303426,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1993",-2.04327704141967,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1994",0.964838232018253,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.28278040332074,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.5042473975217,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.40086794108844,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.80796344765228,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.90657650066766,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.81617788142071,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.9436724647839,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.770924127311273,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2003",-0.930521132340985,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2004",1.78873575347658,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2005",0.78184757105345,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2006",1.62503440375572,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.50657995404657,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.319247542061566,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.12207910151146,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.73762581017083,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2011",-1.69616571157505,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2012",-4.05729386556948,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.922644304088571,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.792191065459929,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.79204630001543,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.01948511229551,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.50634544854571,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.44126694718711,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.93526571928621,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.77777243101693,
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.74120741864714,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.9013272929582,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1994",6.20553028279259,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1995",5.84349537521499,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1996",6.61989553758005,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.92583679646656,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.07609971533983,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1999",-0.105916496078038,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2000",1.16652715796094,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.25378681994096,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2002",4.50944155610563,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2003",5.49908387750744,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.27888036863951,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2005",6.62346158822804,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2006",8.49317696733139,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2007",10.8320278829472,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2008",5.57488636038979,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.45553223748064,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.72084479930392,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.86444294782231,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.89581081230283,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.670844568636806,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.75243434527635,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.82191850602996,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.12346322067106,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.04072834013782,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.03370305529952,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.53644012934547,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.19212275571869,
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.59132658463337,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1961",12.5379498889856,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1962",10.006015052302,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1963",9.45268158944192,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1964",5.26963538165527,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1965",6.25338735232247,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1966",7.24593638376875,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1967",4.34030955196464,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1968",6.59688770614114,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1969",8.9075729228133,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1970",4.24563138571873,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1971",4.64659366803491,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1972",8.1491178621844,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1973",7.79526236209885,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1974",5.61667539172869,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1975",0.541824951190294,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1976",3.30418027728028,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1977",2.83930288811816,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1978",1.46334724298435,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1979",0.0432917057980162,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.29818916570403,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.134110825504696,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1982",1.24679907049613,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1983",1.7704466102742,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1984",1.78340978495583,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.32209267657352,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1986",3.2533416760215,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1987",5.5477496799261,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1988",5.09319846784703,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.82788540333252,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.78344684525421,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1991",2.54300286521665,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.93066687790908,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1993",-1.03148932121962,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.38222833152697,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.75821761541278,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.66052816783404,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.70258532159758,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.39330543933054,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.49048567354144,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.24574788521545,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.93306758706732,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2002",2.73102223160265,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.98189483596208,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.12269133537059,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.65213711383834,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.1028243249286,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.60468460527111,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.887054253435059,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.76314258989759,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2010",0.16291724917715,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2011",-0.814466134501924,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2012",-2.95925718626688,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2013",-1.43558545676537,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.38390929464197,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.83527271465848,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.03130132981941,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.89194824612363,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.35074140181352,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.98268828596283,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.63623032884715,
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.55653377316231,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1961",5.68129280203358,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1962",4.25904722844141,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1963",5.3279337892933,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.82116450201636,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1965",3.82150758610189,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.0908442891171,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1967",3.36538858014606,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1968",3.63850566408427,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1969",5.00907521738605,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1970",6.4736739215426,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1971",0.944646239622849,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1972",2.28873879882143,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1973",3.96798112771344,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.19819563017555,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1975",2.55286267409453,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1976",1.0581048651003,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1977",-1.59625858362927,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1978",1.7515480426446,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.84000351359823,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.69997141828084,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1981",0.454830446796657,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1982",1.24866467651416,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1983",1.90063868844917,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.22953524724167,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.16037374302451,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.69132318774617,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.35384297171429,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1988",2.55903870352339,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1989",2.65480691002022,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1990",0.754674752504226,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1991",-1.14597486219265,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1992",-1.15859273795305,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1993",-2.06561638374923,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.83818750109579,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.22108285023441,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.62777433920109,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.29340037375105,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.17719503280922,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.0665683317279,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.00604515897134,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.62917271966811,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2002",2.21451369587256,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.38465421624068,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.78405531005881,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.89316476217429,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.8248726612975,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.55915807300457,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.406735577142964,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.13284584681712,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.94723439806967,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.11461255405638,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2012",-0.322118483060329,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.03341317178168,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.83662584334882,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.1612485850913,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.19637737873884,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.66741859701966,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.40870948097161,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.3647410654688,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.21526875825277,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.21097083619141,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.41128298995079,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1967",3.00068656354731,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1968",3.69745922208302,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1969",5.60744129768951,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1970",6.35875402792694,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1971",4.07544256328217,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1972",3.20050869012314,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1973",3.04990757855802,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1974",1.45490782262081,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1975",-7.28317454081123,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1976",-1.40367604216312,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1977",2.43365208982469,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1978",0.409083757277152,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1979",2.49151214416294,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.60197737233709,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.60192898290049,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1982",-1.30182912539005,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1983",0.602892478830233,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1984",3.0988343137875,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.64992126412046,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1986",1.85757271576935,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.58237376685558,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1988",3.31105323939201,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.39224023265979,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.56586443036089,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1991",-0.81556874670253,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1992",-0.167580348141494,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.12415048745042,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1994",1.3238459531278,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1995",0.533748343657488,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1996",0.534038042504966,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.32716343839691,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.93127798976591,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1999",1.65326919275003,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.07408457006839,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.28561918458886,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.183306707586314,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.0757471065735011,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.62105086662039,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.16082313667393,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.07689979133127,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2007",4.10707449022655,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.10970549578422,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.22812108956254,
