API_NY.GDP.PCAP.PP.KD_DS2_en_csv_v2_992688
Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Korea, Rep.",KOR,11632.5985558147,12710.5997442147,13356.0292258218,14126.2535194184,15272.297435483,16566.4157034687,17655.5314536141,18526.581379357,17386.9868151211,19216.1414689039,20756.7798971433,21530.2633630352,22997.1871439252,23549.3664532734,24605.5348610405,25516.8241870414,26697.0326128912,28013.7044173449,28588.3721177634,28642.8379022063,30352.1048190303,31228.5106952266,31776.8970259682,32548.7155154884,33425.6895931418,34177.6544703221,35020.4115062331,35938.3742161469,36776.5192834919
Kuwait,KWT,,,,,,81657.7265893717,81093.63844491,79047.0875650508,76533.2650480645,70522.5619852659,70458.2214185118,68656.0966592869,69609.7615398228,80739.832329248,87435.7386657282,93742.3169042638,96393.301532153,96850.3713192481,93572.3322866596,81864.3117997917,75359.9634891134,78021.6716759992,78700.4585684905,75597.2929355264,72588.6706764228,70265.2366315181,70104.565026411,65166.851433556,64683.7299822447
Latin America & Caribbean (excluding high income),LAC,9845.25832724188,10025.2100639675,10105.5172226396,10319.4584235305,10625.2820567886,10527.1533139056,10729.3880441486,11109.4073268755,11188.4484762899,11022.4856134213,11255.5749339405,11148.4491878643,11002.1022507013,11043.6529740562,11556.2884017075,11893.2912412046,12372.9050039969,12900.2466203588,13244.0301165002,12810.6554804642,13439.2772553306,13886.9502198225,14106.2264253726,14340.3591638332,14358.8014713584,14273.0737020332,14124.3685730657,14250.182032799,14329.8343611065
Lao PDR,LAO,1708.03422631986,1732.29564818565,1779.39667033021,1835.81917181078,1937.01003262916,2025.87792125722,2120.42390932206,2221.66495533365,2267.47914722301,2390.97603454727,2487.64100731809,2588.95052793936,2700.41948313488,2821.42146581958,2955.4504008821,3116.27116007188,3330.21452168643,3523.61077997796,3735.44536848042,3949.0518398672,4216.8303435899,4485.18112656039,4772.26685973673,5079.03423236477,5384.60572080263,5689.18010553094,5995.61733293917,6310.06708007135,6601.33234452127
Lebanon,LBN,5583.54068857807,8005.55399855664,8853.58095450309,9293.166861125,9582.26890185167,9838.78646579753,10699.659875052,10671.385139671,10957.4515975112,10742.0939004538,10617.0786938319,10615.288252841,10476.7377224969,10306.7413117181,10521.4562768735,10512.9462382743,10554.8154481136,11522.3571128934,12594.9186500507,13722.2135327805,14405.9606020753,13841.5350103708,13354.7641418248,12833.3614974067,12349.0359857229,11887.2672667924,11756.9733208141,11647.0180912718,11607.1758201045
Liberia,LBR,,,,,,,,,,,1317.87130328337,1307.92754930327,1325.37743381108,910.09563701908,916.487109763284,940.163230617014,981.892433144395,1034.2924575239,1063.36970063414,1076.10561978005,1101.48419081554,1154.40937039294,1211.05461973314,1281.5496524534,1257.62544088118,1225.92630469558,1176.18804507441,1175.63540994935,1161.17791634895
Libya,LBY,,,,,,,,,,21463.5367973425,21912.7963120459,21188.9377090634,20652.4859971805,22969.1188819091,23617.3897342214,26017.8847514014,27293.7639816988,28600.4293737634,28956.3933830752,28375.2402506169,29493.8573886583,11096.1563633459,24609.004823378,21145.7528009344,15965.4917465213,14423.0386965157,13860.3700053907,17321.461210424,18424.5335933349
St. Lucia,LCA,9632.81595888361,9532.59731016195,10162.6061267325,10104.3374241345,10147.4115769389,10199.1867177334,10358.7460276639,10145.1297092812,10634.3564342709,10779.3030173805,10665.2408275801,10207.3280647696,10171.8335447217,10530.4392306707,11205.9587827522,11050.6457101938,11595.898147784,11676.2606442673,12086.3799239096,11757.7980866788,11667.2423211692,12049.2093550579,11939.5949793305,11646.6882778648,11750.7877807509,11723.7377238216,12032.2848567555,12275.6264545862,12317.2695762076
Latin America & Caribbean,LCN,9949.03285878808,10142.2019955746,10260.6454651722,10487.3606025064,10800.461799851,10738.1965390469,10958.5021821542,11360.4102384525,11465.5236181074,11313.5002899363,11558.4561375704,11474.5724698487,11341.3408602128,11399.7485549352,11942.7201118025,12290.3631723468,12782.47725404,13314.2474778187,13661.5220550138,13225.6359284857,13856.8138357435,14320.897449019,14566.1906584632,14816.6468056909,14842.3237660833,14773.5308000347,14635.0522971022,14754.8483040359,14845.9674782547
Least developed countries: UN classification,LDC,1376.22744912885,1364.34253240688,1341.99421463412,1314.00876374028,1294.27115695342,1332.44844309209,1372.69030476673,1402.58711905451,1423.20965993267,1450.93672790159,1481.78070320657,1525.0383844356,1560.53953096403,1606.88986831781,1674.88455144749,1766.39347758717,1857.55517392579,1962.80467666767,2052.16973025155,2105.38830369242,2190.16440234185,2221.76232640226,2282.12593371115,2361.3443046216,2434.9662031089,2478.60512047854,2523.80268874605,2594.26058501153,2654.74438226429
Low income,LIC,1435.62908529284,1400.04540680543,1322.6447722587,1288.68137193323,1262.21527777436,1278.24493128516,1303.61989486921,1316.91845156736,1324.68073004112,1338.58111853337,1345.20765799287,1375.74397801839,1382.76645343888,1406.93726440885,1452.46142099079,1504.99047654501,1546.01848999496,1600.51403189703,1651.06142395295,1692.25335692667,1765.15129675675,1774.89838882778,1799.05537215784,1862.96983572419,1920.35981571893,1921.32428443888,1935.80147119589,1980.66694480737,2024.65907083326
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,3613.16006708598,3734.11447805658,3854.21673217039,4076.94640112359,4264.88599888322,4462.84813946005,4601.06589066959,4868.31979521956,5071.32827023095,5261.45415535132,5543.18980925728,5418.81811326157,5589.10397904104,5871.35194346431,6138.96155115842,6469.47070538766,6912.17243647481,7327.6365433173,7708.49468386562,7925.95417566246,8502.88946500842,9155.65879207134,9980.02270677105,10238.7122615563,10646.802268597,11077.5973945364,11447.4152021947,11705.8437834093,11955.4997097489
Lower middle income,LMC,2813.62129552743,2794.46281414117,2824.80665218342,2822.82805071905,2853.93059957659,2942.34060640628,3060.47090492603,3119.19824141601,3092.86048797949,3187.64980495791,3269.22918514931,3355.69891321581,3445.70207242745,3597.99365699446,3787.11810822319,3975.01915324169,4186.89596034791,4410.74065547303,4536.19180349795,4695.80918461601,4939.21672946678,5104.08145857239,5285.18553840382,5500.19109745278,5732.08669241054,5979.36577081978,6244.00430145261,6513.51681088093,6792.63105087934
Low & middle income,LMY,4290.2149536285,4249.69322214966,4212.89986683646,4248.58808920352,4273.85036213039,4364.04967851165,4512.40308419438,4649.567831797,4673.03189820916,4780.15076435777,4974.45884416502,5088.61966144639,5247.64621668254,5476.04842833567,5820.62235308935,6151.84535246905,6554.88984725929,7017.11165427894,7309.27847217928,7419.12886760171,7863.88070410573,8213.14222644149,8530.38758538543,8862.72988310808,9165.83292908281,9439.21783501594,9771.14384761135,10140.0083029007,10505.9644288435
Lesotho,LSO,1299.18070952948,1358.75257861282,1420.86354137846,1438.48795311439,1492.49288527198,1511.3444352834,1566.48552591382,1596.64086899157,1597.27211822703,1587.22352535489,1638.1340573376,1694.03084178859,1711.26168695205,1799.46945435345,1841.24243675423,1914.43994620764,2001.61458798462,2101.53809350986,2242.93828732906,2287.80186075786,2428.24948214214,2578.63963387474,2715.59460614625,2755.63344619073,2812.58350255717,2867.1488535425,2936.63840706158,2847.24547883712,2856.70042628469
Late-demographic dividend,LTE,5180.91489905653,5129.91315062942,5019.43028817202,5115.98610732274,5209.59213020932,5404.98263323891,5592.90022933154,5814.42120421362,5874.34975163819,6088.76799103283,6468.64320148393,6747.85466080663,7096.9493252551,7535.88821449091,8092.55240175,8653.89132476482,9390.60886154526,10268.4773968809,10900.870965622,11155.5895417414,11952.0791744229,12702.9841505386,13352.0190306888,13990.603057266,14576.5106608412,15086.3757982208,15621.1835198272,16286.9785800951,17011.0013332846
Lithuania,LTU,,,,,,9360.96510669734,9918.17719578841,10820.2556605895,11712.7680688331,11662.3200680121,12194.6558460789,13097.7710459341,14095.9832765969,15708.5781475181,16926.5231157635,18533.8662680028,20226.9009187406,22737.9652896409,23576.7772460611,20308.3203167152,21046.0659394378,22823.9183852478,24018.8184965745,25126.5098335096,26232.5280995561,27018.8633539209,28063.7982076835,29667.7939185263,31177.5780464732
Luxembourg,LUX,57618.0205172523,61765.6011258381,62059.6531721427,63804.2857341558,65346.1992263461,65357.5041909494,65369.0958304274,68240.7036224719,71471.056721324,76492.3881681224,81689.8163378385,82766.9891486046,85032.7118769309,85374.3397488691,87209.8193667656,88610.2898776557,91724.1824056308,97864.1950773736,94900.3466927906,89098.7342636613,91743.2938519074,92005.0168361444,89505.1590798322,90656.3804313164,92349.1864291542,94079.5059434234,96285.4889753738,95665.6580310466,96792.5995948665
Latvia,LVA,,,,,8314.89379070667,8282.5824884035,8589.67072500893,9451.26139361693,10148.08819937,10520.3391019894,11216.5740184894,12080.3695288832,13091.2233240668,14333.5010692666,15699.5091652409,17575.0560696425,19845.6017188531,22011.2345919721,21499.4206682554,18745.2494917316,18283.2901517369,19789.4764031104,20864.8194971764,21580.4542032797,22201.8641288671,23114.207927335,23740.1796199344,24858.6223982781,26219.3064698628
"Macao SAR, China",MAC,40380.6489494011,40695.9924750801,45002.8417293762,46328.3979374877,47326.9454286307,47908.8344365206,46754.7035251755,45697.1101456695,42728.7054893028,40846.4330692373,42244.8950398954,42457.247291944,45134.3375560524,49151.4990727413,60791.9768525386,64159.4807673918,71090.9411546585,79634.3837356522,80622.6962530628,79955.9861074491,97956.3064393526,116456.956686053,124235.719240514,134959.989044176,130439.106673897,100253.940999835,97787.649442239,105773.834483327,109932.447433559
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,3923.21020938236,4130.37758434512,3972.29106964544,3875.44164735302,4215.93996056259,3926.85297272172,4349.24283656085,4223.34266895904,4470.65254681588,4462.65001028763,4492.42579536115,4763.14822232903,4853.34712121841,5081.97921484825,5263.32297766095,5373.03228055639,5712.71711482859,5845.48772304663,6118.30222781462,6299.67090520308,6456.25842475025,6703.87683123861,6809.83243355352,7018.23671508179,7104.52548270533,7324.9868229104,7303.98346281615,7514.50810217439,7641.37367025055
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,3154.07038185699,2974.65372319329,3034.85176460181,2837.45203219482,2746.18809209422,2809.77809390669,2987.84872670925,3228.36851389589,3451.14540997001,3715.71332077957,4004.12230176503,4207.99895055779,4344.29505270692,4692.07271264092,4416.11965317125,4734.38977326446,5012.74200758118,4983.83393766312,5436.02057816866,5711.28236706149,5695.63066691473,5950.35083745242,6234.31028346717,6452.29973773782
Madagascar,MDG,1928.01228351434,1754.30519806777,1723.37901849581,1707.57765002717,1655.28350313437,1632.542618439,1616.37146452514,1624.06910677306,1635.39452939202,1658.53333245637,1684.11304976869,1731.20468683566,1466.33055875448,1561.92042828847,1595.65478007848,1620.51864785886,1652.91453279789,1706.07181116543,1769.34056776561,1651.6450885969,1616.10421944676,1596.89408977853,1600.61495154639,1593.60531111549,1602.93384942347,1609.19796674066,1629.06929519626,1648.37387083673,1678.21352922141
Maldives,MDV,,,,,,7777.15708212654,8225.08970071426,8758.38954392597,9253.02368660251,9642.28404853622,9802.70221973392,9188.92706590557,9592.79138703243,10605.4858066446,10935.3438865274,9251.65963113377,11386.7003570265,11983.9429303131,12804.2300491605,11544.3214430447,11965.3586867155,12486.4469115962,12261.2755092925,12573.0381417765,12892.105222427,12683.7587467506,12903.4413196624,13201.4180212644,13582.9034687253
Middle East & North Africa,MEA,11898.2583605427,11966.9761752949,12302.8234257945,12327.6015010658,12305.012200097,12296.0451635404,12616.9013563186,12777.4157185711,13160.2400865951,13172.7179665263,13632.4760431119,13565.7534965914,13553.2937527522,13985.7621271046,14815.7273928677,15249.2276114337,15799.6516674946,16273.4916837711,16645.2715040307,16434.532809866,16909.665503751,17079.9572330625,17350.0481402151,17431.9181424912,17579.4840065744,17652.3292186218,18257.1698315855,18221.7237747522,18344.9300674277
Mexico,MEX,13579.6113708199,13892.2149196259,14126.0368488463,14148.3454574254,14595.3001354517,13452.2338474471,14134.5909882244,14868.6799522997,15401.2118183142,15593.3938542284,16129.9603347501,15840.7656931996,15618.5304802018,15629.8167919413,16019.7546166847,16159.0489137035,16641.3057651751,16771.535314442,16711.5547714836,15596.1976893413,16160.3417046123,16520.2585085371,16891.4926915682,16896.4671376372,17149.7771030418,17495.1611140392,17789.026270888,17955.5941023653,18133.7014683237
Marshall Islands,MHL,3079.69193029407,3010.24844601658,3170.1246547108,3321.01114585294,3489.32186961867,3757.79795164543,3365.56520854336,3153.81205913917,3133.80986398411,3090.36401447623,3111.84406471756,3281.01213385355,3342.15513448744,3221.34902821925,3191.03998867651,3217.75778582455,3209.69198620058,3281.85891420693,3053.53111675518,3093.43296744624,3320.3066917364,3285.58253525386,3197.18361955824,3303.17207033623,3258.33194118092,3295.19772838856,3321.14014454749,3436.64061860014,3539.56739368279
Middle income,MIC,4539.210020218,4500.6749647108,4469.1541729638,4513.58951738585,4546.44690308193,4646.96506522843,4810.02646306495,4961.94723369566,4990.9947203516,5110.98869055805,5327.06769629888,5454.94383688203,5634.11160358653,5888.70163836836,6269.88438798968,6636.9995696986,7085.186978546,7598.93359641624,7926.84772867591,8054.59395288055,8550.25220664546,8946.47256188022,9306.53832808509,9680.51801576006,10023.7207605549,10340.5648484283,10722.9685116899,11145.5196094041,11567.1235677523
North Macedonia,MKD,9633.1244999867,9051.95480333256,8477.42245349861,7862.53028258668,7733.35633322243,7641.17773477922,7707.67304401043,7778.95485937564,7991.98907522641,8287.9458732325,8620.58246385861,8323.34930248534,8422.57989095746,8590.92069180708,8976.66477957542,9385.98330078869,9854.47355010484,10480.7429585583,11044.1592717006,10995.3732366072,11355.3394804946,11611.2511511122,11548.3329934947,11875.847608953,12296.7816006381,12761.3593030373,13115.9210435266,13139.5677273982,13483.4534646178
Mali,MLI,1274.09311259646,1393.13579491323,1315.57089384255,1321.92718868062,1335.49149152497,1312.53170535901,1369.15863157984,1398.76275218919,1466.01300020141,1508.47635651685,1465.75902021165,1642.35291628856,1643.03769249594,1738.13430326558,1710.10774976635,1763.89778507834,1786.30911017129,1788.03496206565,1812.04552060727,1835.97156484773,1875.18554002001,1877.89282805323,1808.01166779929,1796.77182156821,1868.313532798,1922.43399960672,1974.3109904019,2019.44105826559,2055.62291230398
Malta,MLT,16160.5173777804,16714.9889954866,17319.4783032776,17915.6903020858,18751.9220686604,19802.7257948924,20416.2625060125,21327.5239361518,22275.4401016139,23188.94876458,24599.638922333,24564.0945906763,25108.9087759884,25578.8265929003,25520.2680523234,26317.5725143376,26701.385957466,27669.1569553317,28409.6571584504,27502.0094029162,28336.7906409376,28585.8204520107,29120.6728083047,30038.6591992486,32008.3674723923,34634.6301492516,35772.2578341287,37146.3298952634,38388.0564121681
Myanmar,MMR,730.228037854214,715.865295730097,775.554961451928,813.030658584711,863.890169072542,913.008760758378,959.793711306713,1001.08733512606,1046.24384606771,1146.43329818096,1288.98736999925,1419.84996229176,1574.68729149323,1776.05419732225,1999.71007505879,2253.16710509311,2529.64793187992,2814.69532278721,3084.19696445215,3387.81824232079,3688.49163630723,3864.95976755573,4114.22766439392,4423.14638753102,4737.45986102578,5030.26414915118,5288.57019877068,5610.32470011296,5922.02335753957
Middle East & North Africa (excluding high income),MNA,8102.36866330895,7758.25193231182,7928.1942712689,7962.14930070323,7898.41271221211,7946.00391700374,8246.68553889061,8370.16335515636,8776.07420448159,9004.11954662571,9256.04304430745,9302.79260025385,9445.79463604226,9525.4414838942,10100.5436991029,10375.1283424456,10763.3292364603,11223.6110108901,11432.1337192185,11523.9063337487,11916.0668289304,11637.7061774211,11716.9365018088,11710.2144132024,11761.0946500815,11684.0561684777,12358.8442758727,12500.0921076446,
Montenegro,MNE,,,,,,,,10530.9594442061,11080.754631636,10066.6800802036,10396.7785280501,10468.9188002449,10625.5725940869,10845.9909519376,11305.9864205266,11761.2334806528,12752.8884075586,13602.573294037,14559.1965925723,13686.0854515838,14034.5692635667,14472.4582555656,14066.4204644327,14551.4306082338,14796.6189196818,15289.7050048464,15737.0078260679,16477.3848210942,17314.862367153
Mongolia,MNG,5122.53160723357,4605.98274375184,4131.97971276804,3966.23452351895,4020.17102746393,4243.87126315492,4303.98701462688,4435.00826039059,4544.35929850922,4643.35915229581,4655.05755406877,4748.59553560635,4925.13813970901,5215.70981324364,5706.041339458,6047.18739304773,6481.39650177668,7049.29014904541,7565.63724802659,7352.61115813887,7688.0637252648,8853.12541902053,9752.5314682026,10672.8748444524,11286.0699560905,11329.8779732218,11245.0382946779,11626.7576599813,12244.9817276962
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,473.401824426208,483.902638652399,438.643111467862,466.021732910616,477.314693768455,471.202661830039,508.334079702417,550.707469553008,590.369483963356,642.998631537044,633.458590927785,690.170333646294,732.492152089451,760.257247409818,796.663665786056,825.362295454727,880.26181547,922.364143413727,962.796890482373,995.9510220017,1031.86630620009,1078.20860260835,1125.06504919713,1170.54438748051,1222.45287355544,1268.17632441997,1279.3955438737,1289.31584812505,1295.22490147449
Mauritania,MRT,2800.93092067817,2777.87040129475,2757.64173786362,2845.39856589555,2688.62184217207,2878.47444290708,2969.8848231714,2778.72530366416,2784.23176804432,2922.4439704721,2833.93437742194,2813.6475415509,2755.18092758289,2839.10766184156,2918.42347588687,3090.86043315705,3570.52061630191,3567.262208337,3503.26513886938,3367.48688467911,3426.47250505499,3483.52210100308,3578.10491817624,3685.70479553939,3779.1011551619,3687.27195295698,3649.51480133712,3657.11296074413,3683.24956965717
Mauritius,MUS,7580.77522649657,7832.01473186292,8233.04869364959,8549.4964563236,8779.33501069807,9077.37380049546,9487.07494764793,9901.88944111105,10393.2726265836,10529.9180373,11282.2507741412,11568.1726626381,11673.6640094463,12276.2200746753,12727.7160406231,12877.482961175,13441.2059560097,14146.3984162769,14854.6433818509,15306.3880091552,15938.4192089782,16561.7709831855,17093.3209320904,17628.8293745855,18255.8699595142,18879.4948538711,19590.609238339,20319.4911077238,21074.8130357421
Malawi,MWI,746.812631258861,795.445422562944,730.599938597056,799.398214525953,714.935034819163,826.166052224857,870.835061219447,882.541530068505,891.943083308236,893.508289917431,883.62142599569,818.857920913481,812.753710277239,838.613953459426,862.392437490767,867.720040092124,884.151372621083,942.293891988006,985.756918597888,1037.59851311092,1077.54224403208,1097.94213514177,1087.121206805,1111.64627352124,1142.53080371123,1142.55428298268,1139.63065020559,1154.02872743406,1163.27734095847
Malaysia,MYS,10556.631688505,11258.2727182347,11947.1822632351,12804.4040048712,13639.1370253099,14606.7690723135,15662.6540213634,16384.5867213472,14799.9975723687,15329.4411821779,16304.0108205432,16032.5255051819,16548.3580066436,17158.6494533798,17964.8576052536,18554.5172120025,19208.4309637234,20022.1874847035,20592.235115253,19915.659386568,21035.6239366716,21806.8227852715,22670.2932976159,23411.6377451035,24487.4478206052,25390.4352588725,26162.5724512531,27291.0359420874,28201.0558361188
North America,NAC,36024.5764046263,35454.7384529539,36133.1485454941,36647.0233402152,37676.4226837104,38236.1798242286,39161.4816920527,40417.1455267688,41701.985794205,43175.5825786981,44493.4897771833,44504.8506563214,44909.7757452018,45829.6457874638,47135.950932339,48396.0063633498,49346.8222855903,49987.354910269,49489.1245150727,47784.0108567705,48610.9533431244,49058.9245339295,49757.8051757901,50325.8693194535,51186.3979425295,52179.7645945371,52574.3949109923,53400.4914460409,54535.2662211825
Namibia,NAM,5713.19704434449,5997.70785964812,6256.96701197827,6007.09105079685,5970.03454326577,6065.46899477819,6125.4077761413,6253.62126442808,6334.10169523395,6427.9132846841,6538.53991027538,6509.99363680905,6719.12119983495,6901.14751529687,7631.62079046261,7701.21882871127,8107.91441056123,8393.77023221074,8460.68089565269,8332.19937714587,8677.65599794304,8959.51589253357,9249.68723240765,9599.64964077086,10030.1180351769,10449.9511284424,10374.0076307595,10093.2331862854,9850.91284831304
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,893.012648016391,886.425341120147,801.767655666716,786.443441012902,790.457070536529,783.537893082646,782.594753149623,776.368113896459,827.40717640213,793.782123108751,754.855211648053,779.600307257858,774.088722198857,785.598967174033,757.751261739293,762.874429061505,777.475817655257,772.373364459987,815.040394159403,778.982257307486,812.303874180219,799.258375990871,859.786590868207,870.4018395762,900.136918215285,903.420053638706,912.028581124979,920.626617505734,943.599332965419
Nigeria,NGA,3360.80870885828,3288.06504317905,3354.67540552724,3205.15490283902,3069.48660758442,2991.82707384606,3040.73091250735,3053.10161713464,3054.84798283445,2996.93630774793,3069.43645211614,3170.43835243065,3565.39478392626,3731.4632512152,3973.62027846187,4121.50348353358,4258.59364094947,4421.36008068081,4596.9992316965,4835.94937614404,5085.41401259899,5213.83719396966,5290.63010562191,5494.51673446098,5687.59204396668,5685.92583949693,5448.91286698061,5351.44125410207,5315.82318062623
Nicaragua,NIC,2972.79681558269,2901.72003889674,2848.22907942699,2774.74329025509,2806.65792453728,2913.04680541269,3039.45436916625,3103.67197605587,3164.47406268708,3332.56752208061,3415.69596474636,3464.84005263936,3441.49312896765,3479.71503804045,3614.82517774598,3718.50584559853,3820.1783640824,3959.30020119701,4039.41170408294,3853.3049867967,3968.99967761889,4163.25633536544,4374.82366624552,4529.84234674818,4684.54111968376,4845.552528711,5001.79317524201,5169.34311209319,4910.05064275522
Netherlands,NLD,32305.1875287771,32833.3950137222,33142.033851558,33325.7234646175,34106.2679397042,34995.7503358528,36053.428085597,37421.0722271409,38925.5875227199,40613.9359948643,42016.553805413,42670.9440462379,42491.5691489152,42357.3851638217,43048.3137696939,43828.6501911815,45272.7822513519,46878.7705912864,47710.0983646631,45724.8627639438,46101.7544994748,46599.02103045,45948.5362785832,45753.6324051006,46238.2097065126,46935.6049736917,47709.7212033763,48809.0890586595,49787.0727543045
Norway,NOR,42770.1902142825,43879.9429695925,45186.8221518852,46196.7372865947,48256.6284999509,50001.6821049825,52250.2211007948,54713.9568800761,55816.5554146546,56551.4957969455,57986.3778930042,58890.7037838262,59421.0948833319,59611.2229409247,61612.2756339295,62800.7013746979,63791.9366942144,65025.6915567634,64526.2169382634,62617.1536085769,62276.0189061746,62076.7406576686,62922.8154216847,62809.4184087436,63328.2595263598,63934.6280944578,64052.9453124912,65013.8351743795,65389.176978653
Nepal,NPL,1188.05828312966,1231.15317592936,1247.45793810161,1260.60468850671,1328.45681035671,1340.44013547329,1378.99330864899,1416.90048015352,1429.69042709122,1464.07146241459,1526.84332296049,1573.44745913452,1551.22123262307,1589.57924497021,1641.85572259798,1677.52055708703,1712.53030629243,1749.7500458352,1836.79382530471,1904.56164056582,1986.71001520982,2052.54719698636,2154.79317140078,2249.75989117733,2385.47071596762,2454.8746072374,2447.0340737523,2613.18274926894,2741.43637208188
Nauru,NRU,,,,,,,,,,,,,,,,,,4048.80259682561,5415.41022894878,5855.95010014118,6605.61512027521,7339.30436698258,7905.08875483864,10078.3913558214,12561.4463359568,12270.2975919501,12950.5289813432,13669.813248621,14644.6181333778
New Zealand,NZL,24037.7673818799,22651.1034296679,22661.7659956533,23836.872554554,24726.0765809394,25517.2827769423,26026.102827457,26211.7467869921,26185.9508594627,27469.894485626,28101.8321488689,28905.9486921325,29737.729951891,30487.0353682257,31248.9519340738,31924.4592359576,32434.5928444927,33101.7962685077,32490.9099669005,32098.9656712835,32232.7088916439,32734.5366666969,33280.2459037302,33876.0522076393,34608.0616955797,35177.8173054731,35702.8760132008,36046.3943100161,36351.5747263046
OECD members,OED,26869.3138712724,26983.9785233039,27328.5083398068,27469.6680868476,28104.3047823205,28638.4951061348,29346.613983475,30194.9004149733,30861.3380736047,31653.6324780486,32730.107223683,32937.9309988247,33240.2833285791,33708.8265579767,34593.8304037752,35363.6601855982,36247.1909677403,36981.6143991117,36826.4677512484,35317.3270056506,36152.8463085292,36707.4590527382,36976.3833991132,37318.5603870886,37875.8254246584,38596.8684203182,39052.0542095598,39831.0750610308,40536.8941974304
Oman,OMN,35042.1143492936,35568.8296875032,36821.2319088363,37372.4479453252,37441.9435662628,38316.6334396355,38912.1827375619,41019.5573197282,42064.1312563145,41954.9933851966,43966.3184287238,45396.8633679523,44130.0766933108,42028.6871124683,41538.5583584899,41458.6750502257,42509.2814295738,43125.4176162903,45070.4592619137,45743.1556939458,45336.2400748723,41942.1205555181,42619.5001179032,41330.9928928901,39700.3967949803,39243.1816572617,39248.8783984961,37778.7868719996,37143.3092089262
Other small states,OSS,,,,,,,,,,,13883.5166621024,14252.8840113655,14672.1916715171,15077.1930746728,16245.4388226927,16879.6208014762,18352.5808768682,19664.669544888,20655.2273000795,20589.8830552557,21828.8776896323,23023.1824355501,23396.4763858601,23613.3693013491,23782.085560004,23945.0529723309,23969.9592935335,23967.4053751691,23957.8827797416
Pakistan,PAK,3055.82439858817,3119.76482766673,3267.76832269925,3235.02304519229,3264.58640742674,3332.08094790904,3395.56991437883,3332.9655580955,3322.00266676239,3349.65841934193,3401.1133261497,3382.17412026939,3407.85819055089,3490.30889892319,3662.06701535637,3853.33608262839,3998.62037163523,4097.30469789065,4073.77376712487,4096.60887275591,4071.97592632435,4094.52711205909,4148.9425472701,4241.18504011363,4347.52750642688,4459.146517241,4608.52721363451,4764.59941309558,4939.78001670791
Panama,PAN,7855.22273794727,8417.38391910905,8920.93961519736,9215.7897240116,9285.86958485528,9256.94123910538,9439.50290045522,9846.48586137683,10357.4097538621,10549.8386186658,10624.8530408621,10480.7042964496,10511.7647014066,10749.5090708011,11344.889913774,11938.4905663825,12736.4519727985,14006.705348673,15113.5265487258,15032.0102303319,15630.8617965347,17099.8188262158,18452.6687005231,19393.1590224858,20031.6934361289,20821.5619113913,21484.3150995395,22243.5494820482,22674.3990441347
Peru,PER,5253.76631498028,5262.8351697629,5133.0963275434,5300.40560213248,5842.16651857901,6159.52254881621,6215.62475367427,6498.19734798514,6359.96261402289,6351.02055038985,6428.06705780178,6385.88844954552,6659.18146143164,6867.79701183368,7142.56236124417,7525.56802325153,8024.22841396387,8636.76994814191,9349.35765299265,9376.19670873212,10075.2258008988,10626.0771337578,11185.8088093639,11734.2011367158,11887.4151503171,12120.8028033035,12414.4778914138,12517.4087708827,12793.494870612
Philippines,PHL,4013.58409764131,3892.29462828531,3811.41354153713,3800.09486111814,3874.49812437393,3962.59607141722,4099.22062239146,4215.59511370317,4099.16764049087,4133.93783177295,4224.10315180311,4254.63909275606,4318.03680111725,4440.60480169238,4645.25280474599,4776.0918103569,4937.14270997472,5174.51358655311,5300.67502253707,5273.81226297631,5582.53314711114,5689.76094098301,5967.48923364606,6281.83586295389,6558.97337661616,6847.86517354716,7209.78648558956,7580.84741673228,7942.50985686291
Palau,PLW,,,,,,,,,,,12428.3318480393,13032.8581560893,13310.957388626,12821.148017682,13419.668102298,14024.9692854069,13985.6942311187,14456.1309301849,13980.0825299743,13405.4123524504,13691.245745874,14527.3193922378,14882.8772654449,14700.7400372863,15326.2539139748,16833.1478449623,16909.819155507,16238.9033212692,16424.5518374085
Papua New Guinea,PNG,2217.89195293771,2373.22565023929,2640.06662477647,3049.47173661352,3156.30550895998,2980.33062679894,3133.97449787986,2938.40784291446,2759.20519225774,2744.32521571302,2615.71848400481,2556.99339992672,2501.02630536565,2503.92962274548,2519.09330920966,2620.90803995333,2699.52414690901,2841.40833454219,2764.88828318833,2883.24084338495,3103.28444586616,3069.75809776519,3145.86333608701,3200.19216192835,3561.21287211336,3821.49788825377,3898.48062636339,3956.86641020335,3847.65237015163
