,Objektart,MietpreisproMonat,Zimmer,Verfügbarab,rating,adress,publication_date,city,DateofScrapping,Wohnfläche,Geschoss,Kabel-TV,Rollstuhlgängig,Baujahr,Balkon(e),Einstellplatz,Aussenparkplatz,Cheminée,MietpreisproMonat(exkl.NK),Nebenkosten,Lift,ÖV-Haltestelle,Einkaufsmöglichkeit,Haustiereerlaubt,Autobahn,Kindergarten,Primarschule,Sekundarschule,Raumhöhe,Wohnungen,Bäder,Neubau,Still,Sonnig,Nutzfläche,Toiletten,Kinderfreundlich,Erstbezug,Minergie-zertifiziert,AltesGebäude,Geschirrspülmaschine,Wasseranschluss,Kubatur,Eckhaus,Veranda,Hochparterre,Hebebühne,Anfahrrampe,Holzofen,Grundstückfläche
22978364,Wohnung,2310,3,nachVereinbarung,4,"Griesernweg 16, 8037 Zürich",,zuerich,26.02.2020,70,EG,,,1960,,,,,2050,260,,150m,400m,,2900m,,,,,,,,,,,,,,,,,,,,,,,,,
22978565,Wohnung,1810,1,01.04.2020,NaN,"Edenstrasse 9, 8045 Zürich",18.02.2020,zuerich,26.02.2020,41,4.Stock,1,,,1,,,,1610,200,1,100m,100m,,750m,120m,,,,,,,,,,,,,,,,,,,,,,,,
22980100,Wohnung,2660,4,01.05.2020,NaN,"Giblenstrasse 10, 8049 Zürich",18.02.2020,zuerich,26.02.2020,111,1.Stock,,,,,,,,2300,360,,100m,700m,,2000m,,,,,,,,,,,,,,,,,,,,,,,,,
22978130,Wohnung,1800,1,01.05.2020,2,"Rolandstr 19, 8004 Zürich ZH",18.02.2020,zuerich,26.02.2020,23,4.Stock,1,,2018,,,,,1680,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22979715,Wohnung,3250,2.5,sofort,NaN,"Schifflände 5, 8001 Zürich",19.02.2020,zuerich,26.02.2020,81,3.Stock,,,,,,,,3050,200,1,100m,100m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22978181,Wohnung,3130,4.5,01.05.2020,6,"Buchzelgweg 4, 8053 Zürich",18.02.2020,zuerich,26.02.2020,135,2.Stock,,,1988,,,,,2750,380,,110m,110m,,,300m,500m,1500m,,,,,,,,,,,,,,,,,,,,,,
22976490,Wohnung,4250,3.5,01.05.2020,NaN,"Vulkanplatz 7, 8048 Zürich",18.02.2020,zuerich,26.02.2020,118,22.Stock,1,,2017,1,,,,3950,300,1,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,
22978183,Wohnung,2340,3.5,16.04.2020,5,"Seestrasse 345, 8038 Zürich",18.02.2020,zuerich,26.02.2020,75,2.Stock,1,,1967,,1,1,,2090,250,1,130m,600m,,,400m,500m,500m,,,,,,,,,,,,,,,,,,,,,,
22975832,Wohnung,2250,3.5,,NaN,"Riedhofstrasse 48, 8049 Zürich",18.02.2020,zuerich,26.02.2020,,2.Stock,,,,,,,,2100,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22975828,Wohnung,3710,4.5,01.05.2020,4,"Freilagerstrasse 95, 8047 Zürich",18.02.2020,zuerich,26.02.2020,119,4.Stock,,,2016,,,,,3370,340,,500m,500m,1,,500m,,,,,,,,,,,,,,,,,,,,,,,,
22975837,Wohnung,1550,1.5,sofort,NaN,"Sädlenweg 12, 8055 Zürich",18.02.2020,zuerich,26.02.2020,,1.Stock,1,,,1,,,,1440,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22975829,Wohnung,4070,5.5,01.05.2020,4,"Freilagerstrasse 91, 8047 Zürich",18.02.2020,zuerich,26.02.2020,146,2.Stock,,,2016,,,,,3650,420,,500m,500m,1,,500m,,,,,,,,,,,,,,,,,,,,,,,,
22976755,Wohnung,1810,1,,NaN,8045 Zürich,18.02.2020,zuerich,26.02.2020,41,4.Stock,,,,,,,,1610,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22975834,Wohnung,1695,3,01.04.2020,NaN,"Starengasse 6, 8052 Zürich",18.02.2020,zuerich,26.02.2020,54,EG,,,,1,,,,1520,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22978184,Maisonette,3060,3.5,01.04.2020,5,"Pfingstweidstrasse 104 A, 8005 Zürich",18.02.2020,zuerich,26.02.2020,105,3.Stock,1,,2012,,1,,,2800,260,1,100m,100m,,,10m,,,,,,,,,,,,,,,,,,,,,,,,
22975804,Wohnung,2290,2,,NaN,"Hardstr. 75, 8004 Zürich",18.02.2020,zuerich,26.02.2020,46,5.Stock,1,,,1,,,,2000,290,,50m,50m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22975825,Wohnung,1650,2,sofort,6,"Uetlibergstr. 109, 8045 Zürich",18.02.2020,zuerich,26.02.2020,62,1.Stock,,,1935,,,,,1470,180,,180m,280m,,,260m,700m,400m,,,,,,,,,,,,,,,,,,,,,,
22975808,Wohnung,1300,1,01.05.2020,4,"Russenweg 26, 8008 Zürich",18.02.2020,zuerich,26.02.2020,29,1.Stock,1,,1987,1,,,,1220,80,1,100m,100m,,,,,,,,,,,,29,,,,,,,,,,,,,,,
22972416,Wohnung,770,1,sofort,NaN,"Wehntalerstrasse 530, 8046 Zürich ZH",18.02.2020,zuerich,26.02.2020,25,1.Stock,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22972458,Wohnung,1790,2.5,01.06.2020,NaN,"Schärenmoosstrasse 38, 8052 Zürich ZH",18.02.2020,zuerich,26.02.2020,,EG,1,,2019,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22973670,Wohnung,1650,2,01.04.2020,4,"Althoossteig 7, 8046 Zürich",18.02.2020,zuerich,26.02.2020,47,3.Stock,,,1982,1,,,,1450,200,,150m,150m,,,200m,200m,200m,,,,,,,,,,,,,,,,,,,,,,
22975824,Einzelzimmer,750,1,01.04.2020,NaN,"Hochstrasse 13, 8044 Zürich",18.02.2020,zuerich,26.02.2020,15,2.Stock,,,,,,,,700,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22972417,Wohnung,500,1,01.04.2020,NaN,"Roswiesenstrasse 14, 8050 Zürich ZH",18.02.2020,zuerich,26.02.2020,16,1.Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22976043,Wohnung,2720,3.5,01.06.2020,5,"Tuchmacherstrasse 34, 8041 Zürich",18.02.2020,zuerich,26.02.2020,96,2.Stock,,,2018,,,,,2445,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22972454,Wohnung,1580,1,sofort,NaN,8053 Zürich ZH,18.02.2020,zuerich,26.02.2020,32,1.Stock,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22971011,Wohnung,2975,3.5,01.04.2020,NaN,"Kurvenstrasse, 32, 8006 Zürich",17.02.2020,zuerich,26.02.2020,70,3.Stock,,,,1,,,,,,,20m,20m,,200m,50m,200m,,,,,,,,,,1,,,,,,,,,,,,,
22971018,Wohnung,2500,3.5,,NaN,"Albisstrasse 27, 8038 Zürich",17.02.2020,zuerich,26.02.2020,65,1.Stock,1,,,1,,,,2200,300,,150m,200m,,1800m,,,,,,,,,,,,,,,,,,,,,,,,,
22971035,Wohnung,1735,3,01.04.2020,NaN,"Ferdinand - Hodler-Strasse 30, 8049 Zürich",17.02.2020,zuerich,26.02.2020,70,1.Stock,1,,,1,,,,1600,135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22971862,Dachwohnung,1910,3.5,01.04.2020,NaN,"Eichbühlstrasse 19, 8004 Zürich",,zuerich,26.02.2020,50,4.Stock,1,,,1,,,,1489,421,,,140m,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
22971003,Wohnung,2608,3.5,01.05.2020,NaN,"Zypressenstrasse 55, 8004 Zürich",17.02.2020,zuerich,26.02.2020,,4.Stock,1,,1890,,,,,2423,185,,250m,250m,,2000m,400m,400m,400m,,,,,,,,,,,,,,,,,,,,,,
22972363,Wohnung,2540,4,nachVereinbarung,5,"Karl-Stauffer-Strasse 5, 8008 Zürich ZH",18.02.2020,zuerich,26.02.2020,84,EG,1,,1932,1,,,,2300,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22971005,Wohnung,3990,3.5,01.05.2020,3,"Turbinenstrasse 60, 8005 Zürich",17.02.2020,zuerich,26.02.2020,100,13.Stock,,,2014,1,1,,,3640,350,1,300m,270m,,1700m,1200m,550m,1900m,,,,,,,,,,,,,,,,,,,,,,
22971017,Maisonette,4500,3.5,01.04.2020,NaN,"Forchstrasse 150, 8032 Zürich",17.02.2020,zuerich,26.02.2020,130,5.Stock,1,,,1,,,,4200,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22971048,Maisonette,4380,5.5,sofort,4,"Wiesliacher 39, 8053 Zürich",17.02.2020,zuerich,26.02.2020,172,,1,,,1,1,,1,3990,390,,30m,1500m,,,150m,1200m,,,,,,,,,,1,,,,,,,,,,,,,
22971012,Wohnung,1350,1,01.04.2020,NaN,"Forchstrasse 289, 8008 Zürich",17.02.2020,zuerich,26.02.2020,26,2.Stock,,,,1,,,,1250,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22970413,Wohnung,1995,4.5,nachVereinbarung,NaN,8053 Zürich,17.02.2020,zuerich,26.02.2020,100,,,,,1,,,,1680,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22969415,Wohnung,2800,2.5,sofort,NaN,8049 Zürich,17.02.2020,zuerich,26.02.2020,,1.Stock,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
22967423,Wohnung,1200,3,01.03.2020,NaN,8032 Zürich,17.02.2020,zuerich,26.02.2020,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22968739,Wohnung,2541,3,,NaN,8053 Zürich,17.02.2020,zuerich,26.02.2020,100,,,,,,,,,2033,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22970133,Wohnung,2080,4,01.03.2020,3,"Luchswiesenstrasse 130, 8051 Zürich",17.02.2020,zuerich,26.02.2020,73,3.Stock,1,,1956,,1,1,,1800,280,,,,,,,200m,,,,,,,,,,1,,,,,,,,,,,,,
22968863,Wohnung,1200,1,nachVereinbarung,NaN,8001 Zürich ZH,17.02.2020,zuerich,26.02.2020,,4.Stock,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22970136,Wohnung,1290,1,01.05.2020,4,"Sihlhallenstrasse 19, 8004 Zürich",17.02.2020,zuerich,26.02.2020,28,3.Stock,,,1974,,,,,1168,122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23017693,Wohnung,2300,4,nachVereinbarung,NaN,8003 Zürich ZH,17.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22970146,Wohnung,2541,3,nachVereinbarung,5,"Stodolastr. 15, 8053 Zürich",17.02.2020,zuerich,26.02.2020,100,EG,1,,1965,,,,,2033,508,,100m,300m,1,,800m,700m,1000m,,,,,,,,,1,,,,,,,,,,,,,
22967880,Wohnung,1400,1.5,01.04.2020,6,"Asylstrasse 144, 8032 Zürich",17.02.2020,zuerich,26.02.2020,50,,,,1875,,,,,1300,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22965599,Wohnung,1550,1.5,01.05.2020,5,"Eierbrechtstrasse 9, 8053 Zürich",,zuerich,26.02.2020,45,2.Stock,,,1927,1,,,,,,,230m,450m,,,300m,450m,,,,,,,,10,,,,,1,,,,,,,,,,
22965167,Wohnung,3950,2.5,,NaN,8008 Zürich,17.02.2020,zuerich,26.02.2020,60,1.Stock,,,,,,,,3730,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22966680,Wohnung,2340,2,nachVereinbarung,NaN,8008 Zürich ZH,17.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22967208,Wohnung,910,1,01.06.2020,NaN,"Lettenholzstrasse 42, 8038 Zürich ZH",17.02.2020,zuerich,26.02.2020,17,EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22965176,Wohnung,5100,3.5,,NaN,8008 Zürich,17.02.2020,zuerich,26.02.2020,75,5.Stock,,,,,,,,4800,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22965177,Wohnung,3950,2,,NaN,8001 Zürich,17.02.2020,zuerich,26.02.2020,50,3.Stock,,,,,,,,3730,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22967205,Wohnung,1100,1,01.04.2020,NaN,"Josefstrasse 42, 8005 Zürich ZH",17.02.2020,zuerich,26.02.2020,15,3.Stock,1,,,1,,,,1000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22965169,Wohnung,3990,2.5,,NaN,8008 Zürich,17.02.2020,zuerich,26.02.2020,55,4.Stock,,,,,,,,3770,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22965168,Wohnung,2950,1,,NaN,8008 Zürich,17.02.2020,zuerich,26.02.2020,35,5.Stock,,,,,,,,2730,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22967201,Wohnung,1980,3.5,01.03.2020,NaN,"Naglerwiesenstrasse 40, 8049 Zürich",,zuerich,26.02.2020,,EG,1,,1982,1,1,,,1740,240,1,300m,400m,,,400m,300m,300m,,,,,,,,,1,,,,,,,,,,,,,
22965165,Wohnung,3700,2,,NaN,8008 Zürich,17.02.2020,zuerich,26.02.2020,50,3.Stock,,,,,,,,3400,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14718974,Wohnung,2190,2.5,01.05.2020,5,"Kolibriweg 2, 8048 Zürich",17.02.2020,zuerich,26.02.2020,98,1.Stock,1,,1911,1,,1,,,,,200m,1000m,,2000m,200m,200m,200m,,,,,,,,,,,,,,,,,,,,,,
22965166,Wohnung,4950,3.5,,NaN,8008 Zürich,17.02.2020,zuerich,26.02.2020,80,4.Stock,,,,,,,,4650,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963963,Wohnung,2430,3.5,nachVereinbarung,NaN,8053 Zürich ZH,17.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22964903,Maisonette,3250,3.5,nachVereinbarung,3,"Buchzelgstrasse 21, 8053 Zürich",17.02.2020,zuerich,26.02.2020,91,EG,1,,1977,,1,,,3000,250,1,150m,50m,1,8000m,100m,300m,800m,,,,,,,,,,,,,,,,,,,,,,
22964900,Wohnung,4410,4.5,01.04.2020,NaN,"Dufourstrasse, 8008 Zürich",17.02.2020,zuerich,26.02.2020,133,3.Stock,1,,,1,,,,4190,220,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
22965137,Wohnung,5100,3.5,,NaN,8008 Zürich,17.02.2020,zuerich,26.02.2020,90,4.Stock,,,,,,,,4800,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22964711,Wohnung,2800,2.5,,NaN,8049 Zürich,17.02.2020,zuerich,26.02.2020,,1.Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22967231,Wohnung,1431,1.5,01.05.2020,3,"Caspar-Wüest-Strasse 17, 8052 Zürich",17.02.2020,zuerich,26.02.2020,39,EG,1,,1974,,1,1,,1291,140,,70m,1000m,,,300m,1100m,1100m,,,,,,,,,,,,,,,,,,,,,,
22965134,Wohnung,2750,1,,NaN,8001 Zürich,17.02.2020,zuerich,26.02.2020,25,3.Stock,,,,,,,,2600,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963829,Wohnung,1070,1,01.05.2020,NaN,"Bachmannweg 1a, 8046 Zürich ZH",17.02.2020,zuerich,26.02.2020,100,1.Stock,1,,2015,1,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
22963828,Wohnung,990,1,01.05.2020,NaN,"Flurstrasse 30 / F403, 8048 Zürich ZH",17.02.2020,zuerich,26.02.2020,19,4.Stock,1,1,2000,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963879,Wohnung,680,1.5,nachVereinbarung,NaN,8048 Zürich ZH,17.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963880,Wohnung,2550,2.5,nachVereinbarung,NaN,8004 Zürich ZH,17.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963837,Wohnung,2895,2.5,01.10.2020,3,"Neubau Badenerstrasse 136, 8004 Zürich ZH",17.02.2020,zuerich,26.02.2020,69,4.Stock,,1,2020,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963962,Wohnung,2400,3.5,nachVereinbarung,NaN,8038 Zürich ZH,17.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963838,Wohnung,2795,2.5,01.10.2020,4,"Neubau Badenerstrasse 136, 8004 Zürich ZH",17.02.2020,zuerich,26.02.2020,69,,,1,2020,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963884,Wohnung,2866,4.5,16.05.2020,NaN,"Honigstrasse 37, 8052 Zürich ZH",17.02.2020,zuerich,26.02.2020,135,3.Stock,1,,,1,1,,,2680,186,1,200m,200m,1,1000m,,1000m,,,,,,,,,,,,,,1,,,,,,,,,
22963839,Wohnung,2595,2.5,01.10.2020,3,"Neubau Badenerstrasse 136, 8004 Zürich ZH",17.02.2020,zuerich,26.02.2020,56,EG,,1,2020,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963825,Wohnung,1420,2,nachVereinbarung,NaN,8038 Zürich ZH,17.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963334,Maisonette,3900,6.5,01.03.2020,NaN,"Heuelsteig 7, 8032 Zürich ZH",17.02.2020,zuerich,26.02.2020,120,1.Stock,,,,,1,1,,3500,400,,100m,100m,1,,,100m,,,,,,,,,,,,,,1,,,,1,,,,,
22962892,Maisonette,4380,5.5,sofort,4,"Wiesliacher 39D, 8053 Zürich",,zuerich,26.02.2020,172,,1,,1978,1,1,,1,3990,390,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22961176,Wohnung,1790,4,01.03.2020,NaN,"Langgrütstrasse 98, 8047 Zürich",15.02.2020,zuerich,26.02.2020,76,EG,,,,1,,,,,,,200m,200m,,,300m,300m,300m,,,,,,,,,,,,,,,,,,1,,,,
22963699,Wohnung,2300,1.5,nachVereinbarung,NaN,8004 Zürich ZH,17.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22966675,Wohnung,1350,1.5,nachVereinbarung,NaN,8055 Zürich ZH,17.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22962893,Wohnung,2280,1,13.04.2020,NaN,"Seebahnstrasse 143, 8003 Zürich",,zuerich,26.02.2020,60,EG,,,,,,,,2100,180,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,
22958532,Wohnung,1490,1.5,01.05.2020,NaN,8038 Zürich,15.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22959538,Wohnung,3500,6.5,01.03.2020,NaN,"Heuelsteig 7, 8032 Zürich",16.02.2020,zuerich,26.02.2020,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963786,Wohnung,780,1,sofort,NaN,"Bristenstr, 8048 Zürich ZH",17.02.2020,zuerich,26.02.2020,,4.Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963698,Wohnung,1795,1.5,01.10.2020,3,"Neubau Badenerstrasse 136, 8004 Zürich ZH",17.02.2020,zuerich,26.02.2020,35,,,1,2020,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22955985,Wohnung,2480,2.5,nachVereinbarung,NaN,8047 Zürich ZH,14.02.2020,zuerich,26.02.2020,78,3.Stock,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
22956488,Wohnung,3740,3.5,01.04.2020,NaN,"Turbinenstrasse 60, 8005 Zürich",15.02.2020,zuerich,26.02.2020,120,10.Stock,,,,1,1,1,,,,1,300m,300m,,1000m,,,,,,,,,,120,,1,,,,,,,,,,,,,
22956549,Wohnung,990,1,nachVereinbarung,NaN,8005 Zürich ZH,15.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22956337,Wohnung,1560,3,nachVereinbarung,NaN,8049 Zürich ZH,15.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22956485,Einzelzimmer,895,1,sofort,NaN,"Müllerstrasse, 8004 Zürich",15.02.2020,zuerich,26.02.2020,,4.Stock,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22955982,Wohnung,350,1,nachVereinbarung,NaN,8045 Zürich ZH,14.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22958352,Wohnung,3991,5.5,01.05.2020,4,"Freilagerstrasse 81, 8047 Zürich",15.02.2020,zuerich,26.02.2020,135,4.Stock,,,2016,,,,,3601,390,,500m,500m,1,,500m,,,,,,,,,,,,,,,,,,,,,,,,
22956167,Wohnung,600,3.5,nachVereinbarung,NaN,8038 Zürich ZH,15.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22956490,Wohnung,2340,2.5,sofort,NaN,"Sumatrastrasse 1, 8006 Zürich",15.02.2020,zuerich,26.02.2020,,1.Stock,1,,,1,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
22956503,Wohnung,2140,2.5,01.04.2020,NaN,"Naglerwiesenstrasse 58, 8049 Zürich",15.02.2020,zuerich,26.02.2020,66,4.Stock,1,,,1,1,,,1987,153,1,200m,500m,,,100m,100m,100m,,,,,,,,,,,,,,,,,,,,,,
22952251,Wohnung,2390,3,nachVereinbarung,NaN,"Meinrad-Lienert-Str. 15, 8003 Zürich",,zuerich,26.02.2020,,1.Stock,,,1895,,,,,2190,200,,100m,200m,,3800m,,,,,,,,,,,,,,,,,,,,,,,,,
23000134,Wohnung,1090,1.5,,NaN,"Trichtenhausenstrasse 21, 8053 Zürich",14.02.2020,zuerich,26.02.2020,36,1.Stock,1,,,,,,,970,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22953713,Maisonette,3100,3.5,30.03.2020,NaN,"Lindenbachstrasse 50, 8006 Zürich",14.02.2020,zuerich,26.02.2020,85,,1,,,1,,1,,2900,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22955609,Wohnung,2095,3,01.04.2020,NaN,"Altstetterstrasse 168, 8048 Zürich ZH",14.02.2020,zuerich,26.02.2020,72,3.Stock,,,,,,1,,1815,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22956740,Wohnung,2143,3.5,nachVereinbarung,NaN,8052 Zürich ZH,14.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22953720,Wohnung,2550,3.5,01.04.2020,NaN,"Hugostrasse 2, 8050 Zürich",14.02.2020,zuerich,26.02.2020,92,4.Stock,,,,1,,,,2300,250,1,100m,500m,,,100m,200m,700m,,,,,,,,,,,,,,,,,,,,,,
22961190,Maisonette,2475,4.5,01.04.2020,4,"Im Altried 3g, 8051 Zürich",14.02.2020,zuerich,26.02.2020,110,2.Stock,1,,1983,,,,,2115,360,,10m,600m,1,,300m,355m,355m,,,,,,,,,1,,,,,,,,,,,,,
22951391,Wohnung,2590,3.5,01.05.2020,NaN,"Gladbachstrasse 67, 8044 Zürich ZH",14.02.2020,zuerich,26.02.2020,84,EG,1,,,1,,,,2300,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22999646,Wohnung,1680,2,01.03.2020,NaN,"Im Heuried 74, 8055 Zürich",,zuerich,26.02.2020,50,1.Stock,,,,,,,,1500,180,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
22961702,Wohnung,3470,3.5,nachVereinbarung,4,"Restelbergstrasse 82, 8044 Zürich",14.02.2020,zuerich,26.02.2020,105,EG,1,,1993,1,1,,1,3240,230,1,150m,1500m,,1600m,1500m,1500m,1500m,,,,,,,,,,,,,,,,,,,,,,
22949298,Wohnung,2610,3.5,01.05.2020,4,"Leutschenbachstrasse 56, 8050 Zürich",13.02.2020,zuerich,26.02.2020,92,4.Stock,,,2010,,1,,,2350,260,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22945389,Wohnung,4200,3,01.05.2020,NaN,"Pfirsichstrasse 7, 8006 Zürich",13.02.2020,zuerich,26.02.2020,100,,1,,,1,,,,4000,200,,300m,150m,,1000m,,,,,,,,,,,,,,,,,,,,,,,,,
22947084,Wohnung,3200,3.5,sofort,2,"Mühlackerstrasse 67, 8046 Zürich",,zuerich,26.02.2020,91,5.Stock,,1,2018,1,1,,,3000,200,1,,500m,,1000m,200m,200m,,,,,1,,,,,1,,,,,,,,,,,,,
22949171,Wohnung,2450,2.5,,NaN,"Rotachstrasse 14, 8003 Zürich",14.02.2020,zuerich,26.02.2020,60,EG,,,,,,,,2300,150,,200m,140m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22945390,Wohnung,4810,4.5,16.03.2020,3,"Beckenhofstrasse 64, 8006 Zürich",13.02.2020,zuerich,26.02.2020,106,4.Stock,1,,2013,1,1,,,4510,300,1,150m,150m,,,200m,600m,600m,,,,,,,,,1,,,,,,,,,,,,,
22949143,Maisonette,2115,3.5,01.04.2020,4,"Im Altried 3e, 8051 Zürich",13.02.2020,zuerich,26.02.2020,94,EG,1,,1983,,,,,1845,270,,10m,600m,1,,300m,355m,355m,,,,,,,,,1,,,,,,,,,,,,,
22946980,Maisonette,2115,3.5,,NaN,8051 Zürich,13.02.2020,zuerich,26.02.2020,94,,,,,,,,,1845,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22948308,Wohnung,2942,3.5,16.03.2020,NaN,"Buchzelgstrasse 108, 8053 Zürich ZH",13.02.2020,zuerich,26.02.2020,116,1.Stock,1,,,1,1,,,2762,180,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
22949141,Wohnung,2480,3,nachVereinbarung,NaN,"Kapfsteig 2, 8032 Zürich",14.02.2020,zuerich,26.02.2020,79,2.Stock,,,,,,,,2300,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22949107,Wohnung,4180,3.5,01.05.2020,5,"Hinterbergstrasse 106, 8044 Zürich",13.02.2020,zuerich,26.02.2020,130,EG,,,2006,,,,,3800,380,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
22946562,Wohnung,2510,3,01.05.2020,NaN,"Waffenplatzstrasse 1, 8002 Zürich",13.02.2020,zuerich,26.02.2020,65,4.Stock,1,,,,,,,2250,260,,100m,50m,1,1000m,,,,,,,,,,,,,,,,,,,,,,,,,
22947095,Wohnung,1770,2.5,01.06.2020,NaN,"Flüelastrasse 47, 8047 Zürich",13.02.2020,zuerich,26.02.2020,46,3.Stock,1,1,,,1,1,,1630,140,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
