"TIME","GEO","ICCS","UNIT","Value","Flag and Footnotes"
"2014","Liechtenstein","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,018.07",""
"2014","Norway","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","888.18",""
"2014","Switzerland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","994.96",""
"2014","Montenegro","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","28.80",""
"2014","North Macedonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1.06",""
"2014","Albania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","61.32",""
"2014","Serbia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","86.99",""
"2014","Turkey","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2014","Bosnia and Herzegovina","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2015","Belgium","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","468.53",""
"2015","Bulgaria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","55.68",""
"2015","Czechia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","52.66",""
"2015","Denmark","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","438.41",""
"2015","Germany (until 1990 former territory of the FRG)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","348.05",""
"2015","Estonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","378.90",""
"2015","Ireland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","321.79",""
"2015","Greece","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","99.35",""
"2015","Spain","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","25.98",""
"2015","France","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","11.25",""
"2015","Croatia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","67.26",""
"2015","Italy","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","52.28",""
"2015","Cyprus","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","111.45",""
"2015","Latvia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","177.69",""
"2015","Lithuania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","86.40",""
"2015","Luxembourg","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","830.43",""
"2015","Hungary","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","61.16",""
"2015","Malta","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","35.71",""
"2015","Netherlands","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","82.03",""
"2015","Austria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","385.72",""
"2015","Poland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","144.76",""
"2015","Portugal","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","51.07",""
"2015","Romania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","21.28",""
"2015","Slovenia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","84.20",""
"2015","Slovakia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","32.28",""
"2015","Finland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","428.25",""
"2015","Sweden","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","990.61",""
"2015","England and Wales","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","45.90",""
"2015","Scotland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","660.41",""
"2015","Northern Ireland (UK)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","291.46",""
"2015","Iceland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","571.25",""
"2015","Liechtenstein","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","738.64",""
"2015","Norway","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","805.15",""
"2015","Switzerland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,045.54",""
"2015","Montenegro","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","29.58",""
"2015","North Macedonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","0.82",""
"2015","Albania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","80.74",""
"2015","Serbia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","80.20",""
"2015","Turkey","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2016","Belgium","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","485.98",""
"2016","Bulgaria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","66.23",""
"2016","Czechia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","52.75",""
"2016","Denmark","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","414.96",""
"2016","Germany (until 1990 former territory of the FRG)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","368.23",""
"2016","Estonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","429.58",""
"2016","Ireland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","339.27",""
"2016","Greece","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","102.80",""
"2016","Spain","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","26.80",""
"2016","France","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","336.36",""
"2016","Croatia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","67.72",""
"2016","Italy","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","58.00",""
"2016","Cyprus","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","105.27",""
"2016","Latvia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","135.25",""
"2016","Lithuania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","79.21",""
"2016","Luxembourg","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","690.85",""
"2016","Hungary","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","58.57",""
"2016","Malta","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","48.18",""
"2016","Netherlands","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","74.78",""
"2016","Austria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","416.97",""
"2016","Poland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","159.21",""
"2016","Portugal","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","55.56",""
"2016","Romania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","20.26",""
"2016","Slovenia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","69.62",""
"2016","Slovakia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","27.51",""
"2016","Finland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","457.80",""
"2016","Sweden","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","949.62",""
"2016","England and Wales","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","42.22",""
"2016","Scotland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","605.01",""
"2016","Northern Ireland (UK)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","295.79",""
"2016","Iceland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","555.14",""
"2016","Liechtenstein","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,185.48",""
"2016","Norway","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","694.41",""
"2016","Switzerland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","999.96",""
"2016","Montenegro","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","33.11",""
"2016","North Macedonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1.50",""
"2016","Albania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","113.26",""
"2016","Serbia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","99.20",""
"2016","Turkey","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","33.08",""
"2017","Belgium","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","506.65",""
"2017","Bulgaria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","70.25",""
"2017","Czechia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","52.93",""
"2017","Denmark","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","481.56",""
"2017","Germany (until 1990 former territory of the FRG)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","400.60",""
"2017","Estonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","441.46",""
"2017","Ireland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","351.58",""
"2017","Greece","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","118.82",""
"2017","Spain","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","27.85",""
"2017","France","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","344.77",""
"2017","Croatia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2017","Italy","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","63.28",""
"2017","Cyprus","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","111.02",""
"2017","Latvia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","153.27",""
"2017","Lithuania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","92.07",""
"2017","Luxembourg","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","454.23",""
"2017","Hungary","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","65.96",""
"2017","Malta","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","67.35",""
"2017","Netherlands","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","70.11",""
"2017","Austria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2017","Poland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","170.26",""
"2017","Portugal","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","62.86",""
"2017","Romania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","25.24",""
"2017","Slovenia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","78.61",""
"2017","Slovakia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","27.23",""
"2017","Finland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","505.61",""
"2017","Sweden","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,027.08",""
"2017","England and Wales","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","44.43",""
"2017","Scotland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","596.43",""
"2017","Northern Ireland (UK)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","336.11",""
"2017","Iceland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","641.05",""
"2017","Liechtenstein","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2017","Norway","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","638.70",""
"2017","Switzerland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","951.05",""
"2017","Montenegro","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","37.12",""
"2017","North Macedonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2017","Albania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","72.55",""
"2017","Serbia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","119.41",""
"2017","Turkey","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2017","Bosnia and Herzegovina","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","74.46",""
